Año,Clave_Ent,Entidad,Tipo de delito,Subtipo de delito,Modalidad,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
2016,9,CIUDAD DE MEXICO,Homicidio,Homicidio doloso,Con arma blanca,9.0,10.0,20.0,11.0,21.0,13.0,14.0,14.0,13.0,17.0,14.0,14.0
2016,9,CIUDAD DE MEXICO,Homicidio,Homicidio doloso,Con otro elemento,22.0,20.0,19.0,17.0,7.0,18.0,13.0,11.0,17.0,13.0,9.0,14.0
2016,9,CIUDAD DE MEXICO,Homicidio,Homicidio doloso,No especificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,10,DURANGO,Homicidio,Homicidio doloso,Con arma de fuego,6.0,11.0,20.0,5.0,12.0,20.0,14.0,15.0,15.0,11.0,10.0,14.0
2016,10,DURANGO,Homicidio,Homicidio doloso,Con arma blanca,0.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,0.0,4.0,4.0,2.0
2016,10,DURANGO,Homicidio,Homicidio doloso,Con otro elemento,1.0,2.0,3.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,10.0
2016,10,DURANGO,Homicidio,Homicidio doloso,No especificado,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2016,11,GUANAJUATO,Homicidio,Homicidio doloso,Con arma de fuego,44.0,47.0,53.0,45.0,60.0,55.0,64.0,63.0,68.0,62.0,60.0,56.0
2016,11,GUANAJUATO,Homicidio,Homicidio doloso,Con arma blanca,11.0,6.0,7.0,7.0,15.0,13.0,12.0,8.0,12.0,10.0,10.0,16.0
2016,11,GUANAJUATO,Homicidio,Homicidio doloso,Con otro elemento,5.0,5.0,12.0,16.0,12.0,23.0,14.0,18.0,8.0,13.0,11.0,6.0
2016,11,GUANAJUATO,Homicidio,Homicidio doloso,No especificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,12,GUERRERO,Homicidio,Homicidio doloso,Con arma de fuego,120.0,111.0,131.0,117.0,97.0,125.0,162.0,140.0,113.0,112.0,130.0,116.0
2016,12,GUERRERO,Homicidio,Homicidio doloso,Con arma blanca,9.0,10.0,5.0,9.0,2.0,7.0,8.0,14.0,5.0,8.0,9.0,15.0
2016,12,GUERRERO,Homicidio,Homicidio doloso,Con otro elemento,37.0,39.0,52.0,52.0,66.0,63.0,45.0,63.0,52.0,58.0,73.0,38.0
2016,12,GUERRERO,Homicidio,Homicidio doloso,No especificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,13,HIDALGO,Homicidio,Homicidio doloso,Con arma de fuego,6.0,2.0,6.0,6.0,5.0,4.0,8.0,6.0,7.0,4.0,7.0,6.0
2016,13,HIDALGO,Homicidio,Homicidio doloso,Con arma blanca,1.0,3.0,0.0,2.0,4.0,0.0,3.0,3.0,1.0,1.0,4.0,2.0
2016,13,HIDALGO,Homicidio,Homicidio doloso,Con otro elemento,7.0,2.0,6.0,2.0,2.0,3.0,4.0,6.0,3.0,4.0,4.0,1.0
2016,13,HIDALGO,Homicidio,Homicidio doloso,No especificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,14,JALISCO,Homicidio,Homicidio doloso,Con arma de fuego,40.0,49.0,47.0,45.0,66.0,37.0,53.0,66.0,52.0,50.0,54.0,51.0
2016,14,JALISCO,Homicidio,Homicidio doloso,Con arma blanca,13.0,6.0,17.0,11.0,12.0,7.0,9.0,8.0,21.0,11.0,21.0,19.0
2016,14,JALISCO,Homicidio,Homicidio doloso,Con otro elemento,24.0,22.0,20.0,15.0,21.0,14.0,20.0,19.0,30.0,14.0,18.0,21.0
2016,14,JALISCO,Homicidio,Homicidio doloso,No especificado,4.0,4.0,7.0,5.0,19.0,18.0,8.0,5.0,9.0,13.0,3.0,7.0
2016,15,MEXICO,Homicidio,Homicidio doloso,Con arma de fuego,117.0,97.0,115.0,104.0,117.0,104.0,99.0,109.0,104.0,115.0,105.0,107.0
2016,15,MEXICO,Homicidio,Homicidio doloso,Con arma blanca,24.0,22.0,25.0,29.0,28.0,18.0,24.0,18.0,22.0,20.0,21.0,27.0
2016,15,MEXICO,Homicidio,Homicidio doloso,Con otro elemento,41.0,30.0,34.0,39.0,58.0,33.0,51.0,44.0,42.0,45.0,28.0,38.0
2016,15,MEXICO,Homicidio,Homicidio doloso,No especificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,16,MICHOACAN DE OCAMPO,Homicidio,Homicidio doloso,Con arma de fuego,52.0,60.0,47.0,60.0,65.0,61.0,107.0,90.0,91.0,77.0,81.0,76.0
2016,16,MICHOACAN DE OCAMPO,Homicidio,Homicidio doloso,Con arma blanca,5.0,8.0,9.0,3.0,8.0,9.0,12.0,10.0,9.0,5.0,4.0,6.0
2016,16,MICHOACAN DE OCAMPO,Homicidio,Homicidio doloso,Con otro elemento,6.0,4.0,6.0,5.0,9.0,9.0,5.0,8.0,13.0,9.0,6.0,7.0
2016,16,MICHOACAN DE OCAMPO,Homicidio,Homicidio doloso,No especificado,12.0,11.0,15.0,24.0,14.0,18.0,23.0,20.0,24.0,17.0,15.0,27.0
2016,17,MORELOS,Homicidio,Homicidio doloso,Con arma de fuego,26.0,22.0,23.0,28.0,31.0,37.0,33.0,33.0,34.0,36.0,36.0,37.0
2016,17,MORELOS,Homicidio,Homicidio doloso,Con arma blanca,6.0,3.0,1.0,3.0,4.0,4.0,4.0,8.0,5.0,4.0,2.0,7.0
2016,17,MORELOS,Homicidio,Homicidio doloso,Con otro elemento,10.0,14.0,19.0,5.0,16.0,14.0,10.0,14.0,13.0,13.0,13.0,18.0
2016,17,MORELOS,Homicidio,Homicidio doloso,No especificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,18,NAYARIT,Homicidio,Homicidio doloso,Con arma de fuego,3.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,0.0,1.0
2016,18,NAYARIT,Homicidio,Homicidio doloso,Con arma blanca,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0
2016,18,NAYARIT,Homicidio,Homicidio doloso,Con otro elemento,1.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,2.0,4.0,0.0
2016,18,NAYARIT,Homicidio,Homicidio doloso,No especificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,19,NUEVO LEON,Homicidio,Homicidio doloso,Con arma de fuego,37.0,32.0,30.0,25.0,27.0,20.0,37.0,35.0,36.0,35.0,24.0,20.0
2016,19,NUEVO LEON,Homicidio,Homicidio doloso,Con arma blanca,5.0,55.0,7.0,6.0,17.0,6.0,10.0,4.0,11.0,14.0,10.0,6.0
2016,19,NUEVO LEON,Homicidio,Homicidio doloso,Con otro elemento,6.0,2.0,2.0,15.0,17.0,19.0,18.0,12.0,18.0,8.0,5.0,10.0
2016,19,NUEVO LEON,Homicidio,Homicidio doloso,No especificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,20,OAXACA,Homicidio,Homicidio doloso,Con arma de fuego,37.0,32.0,44.0,38.0,37.0,45.0,54.0,58.0,68.0,0.0,70.0,56.0
2016,20,OAXACA,Homicidio,Homicidio doloso,Con arma blanca,5.0,11.0,13.0,9.0,12.0,8.0,11.0,12.0,6.0,0.0,12.0,9.0
2016,20,OAXACA,Homicidio,Homicidio doloso,Con otro elemento,4.0,4.0,5.0,3.0,3.0,9.0,7.0,11.0,4.0,0.0,8.0,14.0
2016,20,OAXACA,Homicidio,Homicidio doloso,No especificado,2.0,0.0,3.0,3.0,3.0,1.0,2.0,0.0,1.0,0.0,1.0,3.0
2016,21,PUEBLA,Homicidio,Homicidio doloso,Con arma de fuego,23.0,23.0,30.0,34.0,31.0,29.0,33.0,26.0,35.0,22.0,24.0,8.0
2016,21,PUEBLA,Homicidio,Homicidio doloso,Con arma blanca,7.0,9.0,4.0,11.0,7.0,13.0,4.0,8.0,9.0,14.0,6.0,6.0
2016,21,PUEBLA,Homicidio,Homicidio doloso,Con otro elemento,12.0,15.0,17.0,24.0,19.0,10.0,15.0,15.0,16.0,9.0,5.0,7.0
2016,21,PUEBLA,Homicidio,Homicidio doloso,No especificado,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,22,QUERETARO,Homicidio,Homicidio doloso,Con arma de fuego,5.0,5.0,7.0,2.0,6.0,3.0,3.0,0.0,6.0,4.0,3.0,1.0
2016,22,QUERETARO,Homicidio,Homicidio doloso,Con arma blanca,2.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,5.0,1.0,2.0,0.0
2016,22,QUERETARO,Homicidio,Homicidio doloso,Con otro elemento,4.0,2.0,2.0,3.0,4.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0
2016,22,QUERETARO,Homicidio,Homicidio doloso,No especificado,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,7.0,6.0
2016,23,QUINTANA ROO,Homicidio,Homicidio doloso,Con arma de fuego,0.0,3.0,3.0,3.0,5.0,4.0,4.0,8.0,3.0,6.0,5.0,3.0
2016,23,QUINTANA ROO,Homicidio,Homicidio doloso,Con arma blanca,4.0,2.0,2.0,7.0,3.0,5.0,5.0,7.0,10.0,3.0,7.0,2.0
2016,23,QUINTANA ROO,Homicidio,Homicidio doloso,Con otro elemento,3.0,6.0,1.0,4.0,3.0,3.0,4.0,8.0,5.0,9.0,6.0,5.0
2016,23,QUINTANA ROO,Homicidio,Homicidio doloso,No especificado,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,24,SAN LUIS POTOSI,Homicidio,Homicidio doloso,Con arma de fuego,13.0,9.0,6.0,9.0,25.0,19.0,17.0,16.0,18.0,30.0,21.0,18.0
2016,24,SAN LUIS POTOSI,Homicidio,Homicidio doloso,Con arma blanca,3.0,4.0,2.0,4.0,5.0,9.0,3.0,9.0,3.0,11.0,5.0,5.0
2016,24,SAN LUIS POTOSI,Homicidio,Homicidio doloso,Con otro elemento,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2016,24,SAN LUIS POTOSI,Homicidio,Homicidio doloso,No especificado,4.0,2.0,5.0,0.0,0.0,6.0,1.0,2.0,2.0,0.0,3.0,5.0
2016,25,SINALOA,Homicidio,Homicidio doloso,Con arma de fuego,60.0,64.0,31.0,50.0,66.0,59.0,48.0,67.0,76.0,65.0,72.0,66.0
2016,25,SINALOA,Homicidio,Homicidio doloso,Con arma blanca,9.0,4.0,6.0,4.0,5.0,5.0,5.0,13.0,8.0,3.0,4.0,4.0
2016,25,SINALOA,Homicidio,Homicidio doloso,Con otro elemento,2.0,14.0,6.0,15.0,4.0,9.0,12.0,12.0,9.0,11.0,13.0,8.0
2016,25,SINALOA,Homicidio,Homicidio doloso,No especificado,0.0,1.0,0.0,2.0,4.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0
2016,26,SONORA,Homicidio,Homicidio doloso,Con arma de fuego,28.0,33.0,22.0,13.0,22.0,32.0,30.0,37.0,33.0,32.0,27.0,28.0
2016,26,SONORA,Homicidio,Homicidio doloso,Con arma blanca,4.0,9.0,11.0,10.0,5.0,7.0,10.0,12.0,6.0,6.0,9.0,8.0
2016,26,SONORA,Homicidio,Homicidio doloso,Con otro elemento,22.0,38.0,23.0,12.0,19.0,10.0,18.0,8.0,12.0,9.0,10.0,15.0
2016,26,SONORA,Homicidio,Homicidio doloso,No especificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,27,TABASCO,Homicidio,Homicidio doloso,Con arma de fuego,2.0,3.0,8.0,2.0,1.0,1.0,15.0,6.0,4.0,14.0,23.0,16.0
2016,27,TABASCO,Homicidio,Homicidio doloso,Con arma blanca,0.0,1.0,0.0,4.0,1.0,1.0,4.0,2.0,5.0,3.0,5.0,5.0
2016,27,TABASCO,Homicidio,Homicidio doloso,Con otro elemento,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,4.0,1.0
2016,27,TABASCO,Homicidio,Homicidio doloso,No especificado,9.0,15.0,12.0,12.0,23.0,15.0,2.0,12.0,13.0,9.0,2.0,15.0
2016,28,TAMAULIPAS,Homicidio,Homicidio doloso,Con arma de fuego,18.0,18.0,38.0,27.0,25.0,28.0,33.0,29.0,42.0,30.0,30.0,30.0
2016,28,TAMAULIPAS,Homicidio,Homicidio doloso,Con arma blanca,3.0,9.0,6.0,7.0,11.0,12.0,9.0,3.0,4.0,9.0,4.0,3.0
2016,28,TAMAULIPAS,Homicidio,Homicidio doloso,Con otro elemento,8.0,13.0,17.0,12.0,11.0,10.0,16.0,12.0,12.0,13.0,13.0,13.0
2016,28,TAMAULIPAS,Homicidio,Homicidio doloso,No especificado,1.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,2.0,3.0,3.0,0.0
2016,29,TLAXCALA,Homicidio,Homicidio doloso,Con arma de fuego,5.0,2.0,5.0,2.0,2.0,0.0,5.0,5.0,4.0,2.0,5.0,4.0
2016,29,TLAXCALA,Homicidio,Homicidio doloso,Con arma blanca,0.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,2.0,1.0,0.0,1.0
2016,29,TLAXCALA,Homicidio,Homicidio doloso,Con otro elemento,1.0,3.0,4.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,0.0
2016,29,TLAXCALA,Homicidio,Homicidio doloso,No especificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,30,VERACRUZ DE IGNACIO DE LA LLAVE,Homicidio,Homicidio doloso,Con arma de fuego,27.0,16.0,19.0,18.0,35.0,34.0,68.0,102.0,52.0,76.0,63.0,62.0
2016,30,VERACRUZ DE IGNACIO DE LA LLAVE,Homicidio,Homicidio doloso,Con arma blanca,9.0,6.0,3.0,4.0,7.0,9.0,22.0,31.0,20.0,10.0,14.0,11.0
2016,30,VERACRUZ DE IGNACIO DE LA LLAVE,Homicidio,Homicidio doloso,Con otro elemento,41.0,26.0,34.0,28.0,32.0,33.0,38.0,41.0,54.0,55.0,47.0,53.0
2016,30,VERACRUZ DE IGNACIO DE LA LLAVE,Homicidio,Homicidio doloso,No especificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,31,YUCATAN,Homicidio,Homicidio doloso,Con arma de fuego,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2016,31,YUCATAN,Homicidio,Homicidio doloso,Con arma blanca,0.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,4.0,0.0
2016,31,YUCATAN,Homicidio,Homicidio doloso,Con otro elemento,2.0,2.0,0.0,0.0,2.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0
2016,31,YUCATAN,Homicidio,Homicidio doloso,No especificado,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,32,ZACATECAS,Homicidio,Homicidio doloso,Con arma de fuego,26.0,26.0,20.0,18.0,27.0,31.0,30.0,41.0,37.0,31.0,26.0,34.0
2016,32,ZACATECAS,Homicidio,Homicidio doloso,Con arma blanca,3.0,2.0,1.0,4.0,8.0,5.0,5.0,6.0,4.0,1.0,4.0,1.0
2016,32,ZACATECAS,Homicidio,Homicidio doloso,Con otro elemento,2.0,8.0,7.0,4.0,3.0,2.0,2.0,10.0,4.0,4.0,4.0,8.0
2016,32,ZACATECAS,Homicidio,Homicidio doloso,No especificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,1,AGUASCALIENTES,Homicidio,Homicidio doloso,Con arma de fuego,1.0,1.0,1.0,2.0,4.0,4.0,1.0,3.0,3.0,4.0,3.0,3.0
2017,1,AGUASCALIENTES,Homicidio,Homicidio doloso,Con arma blanca,2.0,0.0,1.0,2.0,1.0,2.0,0.0,3.0,1.0,2.0,1.0,1.0
2017,1,AGUASCALIENTES,Homicidio,Homicidio doloso,Con otro elemento,2.0,1.0,2.0,2.0,5.0,6.0,2.0,4.0,6.0,3.0,1.0,2.0
2017,1,AGUASCALIENTES,Homicidio,Homicidio doloso,No especificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,2,BAJA CALIFORNIA,Homicidio,Homicidio doloso,Con arma de fuego,82.0,83.0,105.0,119.0,133.0,129.0,120.0,147.0,155.0,141.0,130.0,129.0
2017,2,BAJA CALIFORNIA,Homicidio,Homicidio doloso,Con arma blanca,15.0,9.0,18.0,3.0,20.0,14.0,16.0,13.0,19.0,18.0,14.0,10.0
2017,2,BAJA CALIFORNIA,Homicidio,Homicidio doloso,Con otro elemento,29.0,29.0,27.0,19.0,23.0,30.0,33.0,27.0,41.0,35.0,31.0,26.0
2017,2,BAJA CALIFORNIA,Homicidio,Homicidio doloso,No especificado,3.0,4.0,1.0,5.0,9.0,13.0,5.0,10.0,15.0,12.0,3.0,12.0
2017,3,BAJA CALIFORNIA SUR,Homicidio,Homicidio doloso,Con arma de fuego,41.0,43.0,50.0,10.0,23.0,26.0,34.0,30.0,41.0,96.0,76.0,57.0
2017,3,BAJA CALIFORNIA SUR,Homicidio,Homicidio doloso,Con arma blanca,3.0,1.0,3.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0
2017,3,BAJA CALIFORNIA SUR,Homicidio,Homicidio doloso,Con otro elemento,2.0,1.0,3.0,3.0,2.0,1.0,0.0,3.0,1.0,2.0,1.0,3.0
2017,3,BAJA CALIFORNIA SUR,Homicidio,Homicidio doloso,No especificado,1.0,0.0,6.0,0.0,1.0,6.0,3.0,3.0,6.0,7.0,13.0,0.0
2017,4,CAMPECHE,Homicidio,Homicidio doloso,Con arma de fuego,3.0,3.0,3.0,1.0,2.0,7.0,1.0,2.0,5.0,1.0,0.0,1.0
2017,4,CAMPECHE,Homicidio,Homicidio doloso,Con arma blanca,3.0,0.0,3.0,1.0,2.0,1.0,1.0,3.0,0.0,2.0,4.0,1.0
2017,4,CAMPECHE,Homicidio,Homicidio doloso,Con otro elemento,1.0,3.0,2.0,4.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0
2017,4,CAMPECHE,Homicidio,Homicidio doloso,No especificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,5,COAHUILA DE ZARAGOZA,Homicidio,Homicidio doloso,Con arma de fuego,8.0,12.0,10.0,11.0,9.0,11.0,4.0,3.0,8.0,8.0,10.0,7.0
2017,5,COAHUILA DE ZARAGOZA,Homicidio,Homicidio doloso,Con arma blanca,3.0,5.0,5.0,5.0,6.0,4.0,8.0,1.0,7.0,5.0,5.0,5.0
2017,5,COAHUILA DE ZARAGOZA,Homicidio,Homicidio doloso,Con otro elemento,8.0,3.0,1.0,8.0,8.0,5.0,12.0,3.0,4.0,1.0,2.0,5.0
2017,5,COAHUILA DE ZARAGOZA,Homicidio,Homicidio doloso,No especificado,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2017,6,COLIMA,Homicidio,Homicidio doloso,Con arma de fuego,52.0,21.0,29.0,32.0,44.0,56.0,65.0,40.0,35.0,54.0,52.0,65.0
2017,6,COLIMA,Homicidio,Homicidio doloso,Con arma blanca,7.0,3.0,6.0,0.0,7.0,10.0,10.0,7.0,5.0,2.0,4.0,5.0
2017,6,COLIMA,Homicidio,Homicidio doloso,Con otro elemento,10.0,7.0,12.0,1.0,1.0,12.0,7.0,8.0,8.0,7.0,2.0,3.0
2017,6,COLIMA,Homicidio,Homicidio doloso,No especificado,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0
2017,7,CHIAPAS,Homicidio,Homicidio doloso,Con arma de fuego,22.0,17.0,22.0,18.0,14.0,23.0,15.0,12.0,20.0,20.0,20.0,13.0
2017,7,CHIAPAS,Homicidio,Homicidio doloso,Con arma blanca,6.0,14.0,8.0,12.0,7.0,11.0,8.0,14.0,4.0,6.0,6.0,8.0
2017,7,CHIAPAS,Homicidio,Homicidio doloso,Con otro elemento,18.0,15.0,12.0,13.0,17.0,11.0,11.0,15.0,15.0,8.0,5.0,15.0
2017,7,CHIAPAS,Homicidio,Homicidio doloso,No especificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,8,CHIHUAHUA,Homicidio,Homicidio doloso,Con arma de fuego,78.0,94.0,72.0,57.0,78.0,97.0,71.0,65.0,91.0,70.0,84.0,116.0
2017,8,CHIHUAHUA,Homicidio,Homicidio doloso,Con arma blanca,16.0,13.0,23.0,17.0,25.0,26.0,19.0,22.0,17.0,20.0,15.0,11.0
2017,8,CHIHUAHUA,Homicidio,Homicidio doloso,Con otro elemento,27.0,38.0,23.0,26.0,36.0,47.0,17.0,32.0,25.0,45.0,30.0,23.0
2017,8,CHIHUAHUA,Homicidio,Homicidio doloso,No especificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,9,CIUDAD DE MEXICO,Homicidio,Homicidio doloso,Con arma de fuego,66.0,48.0,50.0,55.0,69.0,65.0,59.0,63.0,64.0,72.0,64.0,77.0
2017,9,CIUDAD DE MEXICO,Homicidio,Homicidio doloso,Con arma blanca,15.0,7.0,13.0,14.0,16.0,16.0,11.0,12.0,14.0,12.0,3.0,13.0
2017,9,CIUDAD DE MEXICO,Homicidio,Homicidio doloso,Con otro elemento,11.0,14.0,8.0,20.0,16.0,13.0,8.0,12.0,18.0,11.0,14.0,5.0
2017,9,CIUDAD DE MEXICO,Homicidio,Homicidio doloso,No especificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,10,DURANGO,Homicidio,Homicidio doloso,Con arma de fuego,11.0,13.0,6.0,9.0,13.0,13.0,9.0,23.0,4.0,8.0,13.0,15.0
2017,10,DURANGO,Homicidio,Homicidio doloso,Con arma blanca,2.0,1.0,5.0,3.0,1.0,1.0,3.0,2.0,5.0,2.0,0.0,1.0
2017,10,DURANGO,Homicidio,Homicidio doloso,Con otro elemento,2.0,4.0,5.0,9.0,5.0,3.0,1.0,0.0,4.0,4.0,6.0,5.0
2017,10,DURANGO,Homicidio,Homicidio doloso,No especificado,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2017,11,GUANAJUATO,Homicidio,Homicidio doloso,Con arma de fuego,69.0,77.0,67.0,78.0,78.0,80.0,74.0,75.0,75.0,108.0,89.0,83.0
2017,11,GUANAJUATO,Homicidio,Homicidio doloso,Con arma blanca,6.0,3.0,6.0,6.0,8.0,3.0,3.0,7.0,1.0,5.0,4.0,3.0
2017,11,GUANAJUATO,Homicidio,Homicidio doloso,Con otro elemento,13.0,9.0,8.0,4.0,4.0,5.0,10.0,4.0,5.0,4.0,4.0,6.0
2017,11,GUANAJUATO,Homicidio,Homicidio doloso,No especificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,12,GUERRERO,Homicidio,Homicidio doloso,Con arma de fuego,117.0,133.0,149.0,108.0,145.0,154.0,125.0,110.0,116.0,125.0,116.0,143.0
2017,12,GUERRERO,Homicidio,Homicidio doloso,Con arma blanca,7.0,3.0,17.0,12.0,10.0,11.0,9.0,9.0,12.0,7.0,15.0,11.0
2017,12,GUERRERO,Homicidio,Homicidio doloso,Con otro elemento,41.0,38.0,43.0,67.0,59.0,40.0,57.0,69.0,57.0,65.0,61.0,49.0
2017,12,GUERRERO,Homicidio,Homicidio doloso,No especificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,13,HIDALGO,Homicidio,Homicidio doloso,Con arma de fuego,18.0,6.0,10.0,7.0,7.0,4.0,1.0,15.0,10.0,7.0,5.0,9.0
2017,13,HIDALGO,Homicidio,Homicidio doloso,Con arma blanca,5.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,1.0,2.0,3.0,4.0
2017,13,HIDALGO,Homicidio,Homicidio doloso,Con otro elemento,7.0,4.0,4.0,6.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0
2017,13,HIDALGO,Homicidio,Homicidio doloso,No especificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,14,JALISCO,Homicidio,Homicidio doloso,Con arma de fuego,66.0,58.0,56.0,54.0,61.0,63.0,60.0,77.0,59.0,84.0,84.0,78.0
2017,14,JALISCO,Homicidio,Homicidio doloso,Con arma blanca,15.0,14.0,14.0,14.0,17.0,16.0,12.0,19.0,12.0,19.0,10.0,20.0
2017,14,JALISCO,Homicidio,Homicidio doloso,Con otro elemento,18.0,20.0,23.0,22.0,31.0,28.0,26.0,23.0,31.0,23.0,25.0,30.0
2017,14,JALISCO,Homicidio,Homicidio doloso,No especificado,3.0,1.0,4.0,15.0,4.0,4.0,3.0,11.0,1.0,3.0,5.0,6.0
2017,15,MEXICO,Homicidio,Homicidio doloso,Con arma de fuego,103.0,97.0,106.0,113.0,119.0,114.0,108.0,97.0,120.0,127.0,112.0,118.0
2017,15,MEXICO,Homicidio,Homicidio doloso,Con arma blanca,23.0,12.0,18.0,18.0,26.0,19.0,18.0,17.0,16.0,27.0,23.0,26.0
2017,15,MEXICO,Homicidio,Homicidio doloso,Con otro elemento,38.0,31.0,43.0,50.0,49.0,37.0,23.0,34.0,36.0,40.0,36.0,37.0
2017,15,MEXICO,Homicidio,Homicidio doloso,No especificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,16,MICHOACAN DE OCAMPO,Homicidio,Homicidio doloso,Con arma de fuego,98.0,80.0,89.0,80.0,69.0,59.0,66.0,68.0,76.0,97.0,101.0,117.0
2017,16,MICHOACAN DE OCAMPO,Homicidio,Homicidio doloso,Con arma blanca,7.0,8.0,5.0,9.0,9.0,11.0,8.0,10.0,10.0,9.0,7.0,9.0
2017,16,MICHOACAN DE OCAMPO,Homicidio,Homicidio doloso,Con otro elemento,5.0,12.0,9.0,9.0,5.0,10.0,6.0,10.0,6.0,9.0,4.0,4.0
2017,16,MICHOACAN DE OCAMPO,Homicidio,Homicidio doloso,No especificado,4.0,8.0,2.0,2.0,2.0,4.0,6.0,7.0,4.0,6.0,6.0,7.0
2017,17,MORELOS,Homicidio,Homicidio doloso,Con arma de fuego,32.0,33.0,28.0,36.0,30.0,28.0,21.0,23.0,34.0,20.0,25.0,29.0
2017,17,MORELOS,Homicidio,Homicidio doloso,Con arma blanca,5.0,3.0,7.0,6.0,3.0,6.0,8.0,8.0,7.0,6.0,5.0,4.0
2017,17,MORELOS,Homicidio,Homicidio doloso,Con otro elemento,19.0,14.0,24.0,16.0,12.0,8.0,15.0,16.0,13.0,8.0,12.0,11.0
2017,17,MORELOS,Homicidio,Homicidio doloso,No especificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,18,NAYARIT,Homicidio,Homicidio doloso,Con arma de fuego,1.0,6.0,6.0,4.0,7.0,11.0,9.0,15.0,30.0,25.0,27.0,26.0
